timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
92,0.737462139,0.762571711,0.613223645,0.489257631,0.48396408,0.457739791,0.539772727,0.444108761,0.496762932,0.493021164,0.501268571,0.523302432,0.156407731,0.136523915,0.204962273,0.33021351,0.497937704,0.575886703,0.520222522,0.64974065,0.008431703,0,0.492377212,0.008714597,0.129032258
93,0.737885009,0.762591578,0.611603512,0.489273666,0.484605516,0.448559671,0.534090909,0.448640483,0.491443025,0.486507862,0.508627956,0.512210838,0.1575778,0.136947453,0.204251973,0.333349772,0.492390841,0.571876175,0.513449095,0.646464646,0.010118044,0.003558719,0.488941183,0.010893246,0.124423963
94,0.737945173,0.763008139,0.612701828,0.489300645,0.506414368,0.473251029,0.556818182,0.453927492,0.521794994,0.515396123,0.514976062,0.522417121,0.154895123,0.135258375,0.205120588,0.333539247,0.522827478,0.593683419,0.488659746,0.647829648,0.011804384,0,0.475557994,0.008714597,0.119815668
95,0.738392352,0.763071107,0.612766731,0.489259134,0.497113534,0.470718582,0.522727273,0.459592145,0.518726547,0.51455293,0.556047192,0.525594152,0.154846845,0.136618831,0.195566983,0.337138302,0.520836296,0.590424865,0.523276384,0.64960415,0.018549747,0,0.470793752,0.006535948,0.133640553
96,0.73847825,0.763354691,0.613212381,0.489270954,0.515715202,0.474200696,0.568181818,0.47092145,0.518629174,0.510837021,0.500430766,0.5317493,0.154917975,0.13697168,0.211575104,0.328399674,0.520267387,0.589547562,0.475629626,0.646874147,0.013490725,0,0.44985996,0.010893246,0.119815668
97,0.738947137,0.763636379,0.613377013,0.48931923,0.528543938,0.483064261,0.568181818,0.482628399,0.529819978,0.526591972,0.524435794,0.575499318,0.157764887,0.137011008,0.21304987,0.312555104,0.532356706,0.594059406,0.483524976,0.65001365,0.020236088,0,0.46035573,0.008714597,0.138248848
98,0.739150288,0.763007129,0.613493428,0.48927316,0.523412444,0.488129155,0.551136364,0.480362538,0.526913029,0.51970415,0.545168948,0.569366583,0.158275571,0.139924854,0.206469533,0.312130845,0.528943251,0.584534403,0.50293748,0.651242151,0.015177066,0.003558719,0.473912165,0.010893246,0.133640553
99,0.739623732,0.762667162,0.613224101,0.489275388,0.526940346,0.475150364,0.5625,0.472432024,0.536590985,0.536540815,0.527051505,0.583116909,0.154562966,0.136651063,0.205094714,0.310805848,0.538899161,0.609349543,0.486038825,0.653016653,0.016863406,0,0.461452949,0.008714597,0.133640553
100,0.739665676,0.762790664,0.613522343,0.489282909,0.51603592,0.486862931,0.579545455,0.465634441,0.522932599,0.520292084,0.530024275,0.537377745,0.160801366,0.140054228,0.212218262,0.336834401,0.525103115,0.594184735,0.488659746,0.647966148,0.013490725,0,0.458854272,0.008714597,0.133640553
101,0.740002142,0.76263276,0.614033401,0.489293545,0.513470173,0.472617917,0.568181818,0.46223565,0.527739515,0.524790509,0.531160796,0.54574897,0.157371125,0.137605279,0.20696587,0.33657925,0.53008107,0.596816644,0.500363112,0.65001365,0.016863406,0,0.466303814,0.008714597,0.129032258
102,0.740369387,0.762583586,0.614999191,0.489250096,0.538165491,0.484963596,0.590909091,0.480740181,0.543174369,0.536084696,0.567706844,0.594981747,0.158807654,0.139343019,0.203871704,0.31249442,0.544872707,0.605589673,0.538513105,0.65028665,0.020236088,0,0.465581959,0.010893246,0.138248848
103,0.740765204,0.762926605,0.614454915,0.489269643,0.545221296,0.491611269,0.551136364,0.483006042,0.546777181,0.542026802,0.563126142,0.596018345,0.154943305,0.137519921,0.205407974,0.309219316,0.549281752,0.598320592,0.522000838,0.651105651,0.018549747,0,0.472858257,0.008714597,0.142857143
104,0.741141687,0.762615347,0.61446635,0.489286347,0.550032072,0.502057613,0.590909091,0.491691843,0.551869092,0.547872663,0.56644508,0.591908376,0.15654445,0.13805734,0.205545929,0.306663994,0.553690798,0.616994611,0.530017225,0.652061152,0.015177066,0,0.494254035,0.008714597,0.133640553
105,0.741330314,0.762872784,0.614917578,0.489281118,0.531109686,0.499525166,0.556818182,0.477719033,0.552208711,0.546150708,0.567860481,0.573258026,0.157161443,0.140196228,0.208856992,0.328485327,0.55411748,0.619877178,0.529709976,0.64974065,0.023608769,0,0.462030433,0.008714597,0.133640553
106,0.74152221,0.76302541,0.617468347,0.489270114,0.554201411,0.501107946,0.596590909,0.480740181,0.56172517,0.552521734,0.576661326,0.564861586,0.158525072,0.138952473,0.205466567,0.324790792,0.563220026,0.62952751,0.546236209,0.650832651,0.013490725,0,0.454754136,0.008714597,0.156682028
107,0.741937661,0.762795927,0.617204083,0.48929485,0.55644644,0.496676163,0.568181818,0.491691843,0.554075429,0.543976817,0.575622043,0.580032331,0.15654213,0.13664618,0.208549584,0.321818948,0.555966434,0.613736057,0.544453238,0.651242151,0.016863406,0,0.482819854,0.013071895,0.129032258
108,0.742117373,0.762697948,0.61656893,0.489250724,0.53624118,0.494776828,0.585227273,0.47847432,0.545086211,0.534394125,0.557959287,0.565466735,0.158623997,0.140370696,0.209020397,0.326222759,0.546579434,0.596189999,0.540342628,0.650696151,0.008431703,0,0.465639708,0.008714597,0.119815668
109,0.742317864,0.762835135,0.615518434,0.489296548,0.525016036,0.485596708,0.551136364,0.474320242,0.534942764,0.527782485,0.539934026,0.561191471,0.1568946,0.137696047,0.208341962,0.324389375,0.537050206,0.592806116,0.514189284,0.650559651,0.016863406,0,0.481737072,0.008714597,0.124423963
110,0.742451001,0.762891765,0.615726211,0.489282947,0.542655548,0.492877493,0.556818182,0.48602719,0.540094048,0.53824394,0.544949578,0.600338435,0.155518186,0.137539132,0.210609322,0.306802883,0.542739297,0.59481138,0.517233835,0.652880153,0.016863406,0.010676157,0.476481968,0.013071895,0.142857143
111,0.742697767,0.762780461,0.616073671,0.489285903,0.537203335,0.492877493,0.534090909,0.479607251,0.545214459,0.538308801,0.554858162,0.59514144,0.155826133,0.13955815,0.209212899,0.311061874,0.547006116,0.599573881,0.510735068,0.651924652,0.016863406,0,0.467660901,0.013071895,0.129032258
112,0.742627715,0.76275213,0.6166103,0.489298785,0.523412444,0.482747705,0.528409091,0.467522659,0.535296632,0.530770277,0.542416325,0.551747227,0.15682423,0.136559077,0.209522761,0.325986658,0.537192434,0.589547562,0.517108142,0.648512149,0.013490725,0,0.456053475,0.010893246,0.115207373
113,0.742711357,0.762566541,0.615683454,0.489326984,0.511866581,0.474517252,0.528409091,0.475453172,0.532213936,0.533128289,0.540055768,0.559642178,0.156228747,0.136416035,0.204560945,0.328210073,0.533636752,0.592054142,0.520310972,0.651924652,0.015177066,0,0.476727399,0.006535948,0.115207373
114,0.742820659,0.763223446,0.616411606,0.489309884,0.532392559,0.487496043,0.545454545,0.476963746,0.545164585,0.537124565,0.537058494,0.594824857,0.154779589,0.137189258,0.211437705,0.312977041,0.547575025,0.603960396,0.513090638,0.650969151,0.016863406,0,0.452357578,0.010893246,0.138248848
115,0.743024493,0.762811268,0.617161022,0.489284537,0.52212957,0.479582146,0.528409091,0.470543807,0.542471382,0.545372375,0.55691767,0.566074685,0.156523763,0.137085151,0.205709951,0.328538552,0.544303797,0.595939341,0.539206741,0.649467649,0.013490725,0,0.459258511,0.010893246,0.129032258
116,0.743073372,0.762815207,0.617600771,0.489296115,0.518922386,0.479582146,0.551136364,0.471676737,0.534598395,0.533172227,0.539480506,0.556140159,0.155457372,0.136663205,0.207874257,0.337433274,0.53633907,0.589672891,0.527526651,0.653426153,0.013490725,0.003558719,0.446265123,0.008714597,0.138248848
117,0.743283424,0.763357532,0.617943814,0.489325492,0.525978191,0.488129155,0.534090909,0.483383686,0.536448487,0.53491929,0.559369631,0.562261688,0.158413933,0.138566104,0.205246412,0.331269587,0.537476888,0.590926181,0.540780224,0.65042315,0.013490725,0.010676157,0.449484596,0.008714597,0.119815668
118,0.743356384,0.763314005,0.617046402,0.489343507,0.524374599,0.488129155,0.545454545,0.47734139,0.541832518,0.536739583,0.549584345,0.558249775,0.155758799,0.138534271,0.206082755,0.328318992,0.543877116,0.608973556,0.520888227,0.64960415,0.016863406,0.010676157,0.444749228,0.008714597,0.129032258
119,0.743495906,0.763474624,0.617300112,0.489317583,0.54041052,0.487812599,0.534090909,0.479607251,0.545917446,0.545721788,0.569079071,0.603798429,0.157536453,0.137582197,0.204471244,0.314022672,0.547717252,0.615114676,0.552283413,0.655064155,0.016863406,0,0.449109231,0.010893246,0.138248848
120,0.743534614,0.76313014,0.617773275,0.489334798,0.511225144,0.480531814,0.545454545,0.465634441,0.525533178,0.527240582,0.532585532,0.558017241,0.156972675,0.139065629,0.210257266,0.324768236,0.52794766,0.604085725,0.543028723,0.650696151,0.018549747,0,0.487742904,0.008714597,0.129032258
121,0.743472491,0.762827899,0.617476523,0.489300482,0.518280949,0.478315923,0.551136364,0.470543807,0.533653161,0.533354256,0.528330383,0.561163455,0.158489618,0.13890257,0.208719264,0.336418979,0.535343479,0.60721895,0.506629114,0.652334152,0.011804384,0,0.443464326,0.052287582,0.124423963
122,0.743716928,0.763063928,0.617856829,0.489294144,0.527261065,0.483064261,0.551136364,0.475830816,0.534056904,0.519827595,0.54181656,0.593558527,0.154912283,0.137050684,0.208156656,0.306454931,0.535770161,0.592680787,0.529919464,0.655746656,0.020236088,0,0.441529755,0.010893246,0.129032258
123,0.744011806,0.762760826,0.617371122,0.4892921,0.524695318,0.473884141,0.545454545,0.475453172,0.533942906,0.533532101,0.540360319,0.589936039,0.154951081,0.136761804,0.207343441,0.309023254,0.535912388,0.581275849,0.525133839,0.653426153,0.016863406,0,0.473262495,0.010893246,0.129032258
124,0.744023852,0.7626798,0.617715778,0.489296028,0.523412444,0.489395378,0.573863636,0.469410876,0.550626989,0.541637636,0.556259172,0.54881954,0.152610448,0.138035266,0.202112381,0.331328144,0.552979661,0.59857125,0.524072436,0.650559651,0.013490725,0,0.462737851,0.008714597,0.119815668
125,0.743961427,0.762863648,0.617718263,0.489295581,0.508338679,0.483064261,0.556818182,0.460347432,0.544107728,0.538051449,0.554230003,0.550898338,0.152464298,0.135398111,0.200727781,0.32455091,0.546152752,0.5923048,0.522024114,0.653562654,0.015177066,0.003558719,0.468339445,0.010893246,0.119815668
126,0.744171089,0.763001807,0.617807405,0.489297436,0.537524054,0.502057613,0.590909091,0.479984894,0.556455137,0.53864566,0.55752327,0.549279004,0.152617448,0.135731259,0.202835405,0.328731075,0.558099844,0.591427497,0.530743448,0.653835654,0.011804384,0.007117438,0.451072676,0.010893246,0.110599078
127,0.744598491,0.762781635,0.617648895,0.489302704,0.525016036,0.488129155,0.585227273,0.46978852,0.5528357,0.54484721,0.563371571,0.562017947,0.150438561,0.134229392,0.198497396,0.322422956,0.554686389,0.602957764,0.525171081,0.64974065,0.020236088,0,0.474229781,0.008714597,0.115207373
128,0.744477551,0.762952486,0.617499546,0.489304575,0.520846697,0.494776828,0.573863636,0.468277946,0.543250368,0.530730523,0.551974074,0.551892911,0.15517814,0.136646749,0.205192305,0.334923972,0.544588252,0.580523875,0.516731065,0.650969151,0.015177066,0,0.460933214,0.008714597,0.119815668
129,0.744656668,0.762879368,0.616879662,0.489312209,0.532713278,0.497942387,0.596590909,0.47847432,0.553039947,0.552421304,0.556487877,0.557975217,0.155248016,0.137725185,0.205524521,0.333636174,0.554686389,0.612357438,0.505995996,0.651924652,0.015177066,0.007117438,0.458608841,0.010893246,0.115207373
130,0.744732986,0.762833005,0.617307366,0.489328102,0.536882617,0.497625831,0.590909091,0.466767372,0.565935971,0.560415947,0.575975602,0.559193919,0.153457716,0.137282733,0.201186391,0.326300013,0.567486844,0.63316205,0.52767562,0.64974065,0.011804384,0.003558719,0.44135651,0.010893246,0.115207373
131,0.744876706,0.762762394,0.618023819,0.489326342,0.533675433,0.49920861,0.534090909,0.461480363,0.560219446,0.549854063,0.557810318,0.546516612,0.152936612,0.135977512,0.204990507,0.334077098,0.562082207,0.620879809,0.526688702,0.650696151,0.013490725,0.003558719,0.450336384,0.013071895,0.115207373
132,0.7450377,0.76283793,0.61698991,0.489303477,0.519563823,0.485596708,0.545454545,0.456193353,0.554415048,0.546487567,0.559233498,0.555854394,0.150507644,0.134340811,0.200830347,0.323968518,0.556393116,0.624389021,0.522429123,0.653562654,0.021922428,0,0.451606849,0.008714597,0.110599078
133,0.745370042,0.762801997,0.617644013,0.489311574,0.525336754,0.494776828,0.556818182,0.462613293,0.554602669,0.551379343,0.556814597,0.543748617,0.153456727,0.135660111,0.201518755,0.32533071,0.555966434,0.625642311,0.517536428,0.64974065,0.016863406,0,0.457540496,0.008714597,0.087557604
134,0.745905108,0.76302464,0.618057013,0.489321404,0.54233483,0.498258943,0.551136364,0.481117825,0.560801311,0.550002615,0.578095786,0.582074708,0.151240671,0.135586798,0.199606878,0.312802986,0.562793344,0.623135731,0.537018761,0.652061152,0.016863406,0,0.447867641,0.008714597,0.092165899
135,0.746202004,0.763004771,0.617439153,0.489347824,0.537203335,0.496676163,0.5625,0.476208459,0.560022325,0.549402128,0.58389469,0.580763552,0.155025193,0.1399309,0.202537577,0.313710192,0.562366662,0.624389021,0.541604208,0.655064155,0.016863406,0.003558719,0.486674559,0.010893246,0.096774194
136,0.746254643,0.763312417,0.618435392,0.489342321,0.525336754,0.489711934,0.568181818,0.461102719,0.55884672,0.552057245,0.557963954,0.54972166,0.151610081,0.136831577,0.204848619,0.328934737,0.561228844,0.608221582,0.527186816,0.65028665,0.016863406,0.003558719,0.452141022,0.008714597,0.096774194
137,0.746196601,0.763690515,0.618116112,0.48937642,0.523733162,0.499525166,0.579545455,0.459592145,0.553270318,0.544886964,0.556018799,0.545059772,0.150489377,0.135369082,0.20130078,0.332867469,0.55568198,0.605464344,0.524202784,0.651378651,0.015177066,0.003558719,0.459980366,0.010893246,0.105990783
138,0.746330628,0.763322674,0.617768888,0.489339857,0.522771007,0.485913264,0.568181818,0.453172205,0.552866575,0.547232422,0.570510808,0.543361994,0.151681194,0.135128383,0.202177405,0.334030233,0.554828616,0.602832435,0.52927238,0.651105651,0.016863406,0.007117438,0.460586724,0.010893246,0.087557604
139,0.74639392,0.762944451,0.616792981,0.489352265,0.519884541,0.487179487,0.573863636,0.456570997,0.553427065,0.548063062,0.56431595,0.556599624,0.150620699,0.134496021,0.198245646,0.32092114,0.555255298,0.609224214,0.507541548,0.650969151,0.020236088,0,0.457439436,0.010893246,0.115207373
140,0.746358101,0.76291149,0.617372412,0.489336724,0.517318794,0.491927825,0.539772727,0.459592145,0.546898304,0.541834311,0.558387913,0.542689606,0.152668069,0.135055157,0.20106574,0.329369104,0.549139525,0.611354806,0.505288394,0.64960415,0.015177066,0,0.448791615,0.010893246,0.092165899
141,0.746321507,0.762800825,0.618105481,0.48933554,0.522450289,0.481798037,0.568181818,0.453927492,0.545007837,0.537917543,0.546032813,0.531645641,0.155193861,0.13851773,0.203866811,0.337299414,0.547432798,0.600701842,0.51530655,0.649058149,0.011804384,0,0.461164208,0.010893246,0.092165899
142,0.7463506,0.763116868,0.618586417,0.489335103,0.525336754,0.496676163,0.573863636,0.454305136,0.541652021,0.533502809,0.554426035,0.53039612,0.153196966,0.135350067,0.201072927,0.329873996,0.543023752,0.599824539,0.527461478,0.651515152,0.013490725,0,0.461669506,0.010893246,0.101382488
143,0.74642027,0.763013104,0.618090981,0.489317919,0.527261065,0.494776828,0.551136364,0.461102719,0.558521351,0.555605771,0.563864764,0.547071332,0.151727608,0.135857323,0.202392932,0.33395333,0.560659935,0.606717634,0.530371026,0.653562654,0.015177066,0,0.467646464,0.013071895,0.115207373
144,0.746409019,0.763094395,0.617260791,0.489332534,0.525336754,0.488445711,0.528409091,0.464879154,0.546810431,0.54304784,0.561788143,0.555212825,0.153265423,0.135088963,0.201642588,0.322585544,0.548286161,0.600075197,0.513584098,0.64960415,0.018549747,0.003558719,0.492203967,0.010893246,0.101382488
145,0.746578999,0.763035796,0.61852795,0.489329967,0.533354715,0.491611269,0.568181818,0.472432024,0.561741795,0.56204375,0.575175525,0.586770214,0.152137878,0.134972596,0.201280577,0.310369816,0.56350448,0.619125204,0.542442158,0.653016653,0.016863406,0,0.474316403,0.010893246,0.119815668
146,0.74652374,0.763292373,0.61944318,0.489345769,0.531109686,0.497625831,0.539772727,0.468277946,0.556476512,0.554701901,0.575895088,0.565276225,0.156154937,0.140523026,0.204793882,0.323543203,0.558526525,0.610101516,0.562771752,0.652197652,0.010118044,0.007117438,0.478503162,0.008714597,0.105990783
147,0.746764869,0.76290626,0.619027822,0.489343539,0.527261065,0.495726496,0.534090909,0.468277946,0.545219209,0.541528837,0.551848053,0.559009013,0.153783245,0.135290148,0.204860292,0.322457047,0.54729057,0.604336383,0.537032727,0.652197652,0.013490725,0,0.482314555,0.008714597,0.110599078
148,0.746772214,0.763026191,0.617219215,0.489363713,0.535599743,0.496043052,0.545454545,0.472809668,0.557188999,0.554521964,0.569745348,0.570977511,0.152856864,0.136030805,0.202291593,0.321246565,0.559237662,0.610352174,0.51858852,0.652607153,0.015177066,0,0.470606069,0.010893246,0.115207373
149,0.747031874,0.76286142,0.617122162,0.489358159,0.53014753,0.49002849,0.545454545,0.46978852,0.555467154,0.55063658,0.566012564,0.570985916,0.15357577,0.136786405,0.205297363,0.322118558,0.557530934,0.605715002,0.515283274,0.652607153,0.015177066,0,0.467415471,0.008714597,0.119815668
150,0.747140027,0.762953366,0.616560284,0.489366037,0.5121873,0.486546375,0.522727273,0.457326284,0.535484254,0.541263116,0.54824479,0.562970496,0.154015763,0.134887291,0.202565791,0.311259199,0.537476888,0.599573881,0.498919976,0.648921649,0.016863406,0,0.461958248,0.010893246,0.105990783
151,0.747140527,0.763645759,0.618022579,0.489377777,0.527261065,0.491611269,0.539772727,0.46978852,0.543297867,0.539022272,0.543099327,0.557033874,0.153504827,0.138366219,0.204034478,0.322348057,0.546152752,0.605088357,0.521474792,0.650969151,0.020236088,0.003558719,0.457237317,0.010893246,0.129032258
152,0.747308941,0.763699119,0.618445754,0.489361238,0.556767158,0.515669516,0.545454545,0.511329305,0.547283048,0.548851855,0.555053417,0.609345627,0.161940822,0.141673798,0.214185583,0.31688396,0.549139525,0.617746585,0.532805735,0.654518155,0.010118044,0.003558719,0.465105535,0.008714597,0.129032258
153,0.7476532,0.763481895,0.618867935,0.48935418,0.559332906,0.520101298,0.534090909,0.523036254,0.553769059,0.54803377,0.567228821,0.606762538,0.159021157,0.139490857,0.211610897,0.313054325,0.555539753,0.617746585,0.532284344,0.651515152,0.015177066,0.014234875,0.469263419,0.008714597,0.124423963
154,0.747684947,0.763650708,0.618571497,0.489385121,0.536882617,0.504273504,0.539772727,0.493202417,0.538505201,0.538306709,0.540165064,0.563864211,0.156728012,0.138859789,0.211383312,0.338225585,0.540748115,0.609474872,0.505674782,0.653016653,0.023608769,0.010676157,0.465076661,0.008714597,0.115207373
155,0.747693772,0.763534675,0.618719326,0.489350976,0.539127646,0.503007281,0.539772727,0.488293051,0.543129245,0.54260009,0.571448964,0.571011131,0.164052389,0.143616177,0.210930176,0.334345587,0.544872707,0.605840331,0.53591546,0.651788152,0.010118044,0,0.476438657,0.008714597,0.119815668
156,0.747681158,0.763595709,0.618219199,0.489366336,0.54425914,0.507439063,0.551136364,0.487160121,0.545033962,0.538407139,0.547369645,0.565732888,0.155771619,0.137009124,0.208196225,0.320254813,0.54729057,0.613861386,0.518732834,0.651378651,0.016863406,0.003558719,0.475586868,0.010893246,0.087557604
157,0.747846522,0.763404674,0.618603206,0.489351955,0.546183451,0.510921178,0.556818182,0.495468278,0.545131335,0.540116541,0.55102814,0.569669157,0.157988211,0.139381397,0.213599502,0.334635899,0.548428389,0.613861386,0.516516922,0.656565657,0.021922428,0,0.476814021,0.006535948,0.119815668
158,0.747909023,0.763464046,0.618042033,0.489358619,0.532713278,0.501107946,0.528409091,0.482250755,0.54287275,0.542955779,0.543988863,0.56899677,0.162682893,0.14464777,0.216422965,0.333955185,0.544730479,0.605088357,0.505437363,0.653016653,0.013490725,0,0.469248982,0.010893246,0.115207373
159,0.74793948,0.763564252,0.617721528,0.489365565,0.538806928,0.49920861,0.517045455,0.482250755,0.540820786,0.542261139,0.561645397,0.556333471,0.15889481,0.140057936,0.209295234,0.339552329,0.543023752,0.603960396,0.512774079,0.651105651,0.016863406,0.003558719,0.467935206,0.008714597,0.124423963
160,0.747844601,0.763495874,0.617850726,0.489364207,0.532713278,0.49002849,0.517045455,0.479607251,0.538148957,0.537856866,0.556905612,0.555417343,0.155987727,0.136622221,0.207476851,0.338192166,0.540036979,0.598947236,0.504292165,0.655473655,0.013490725,0.003558719,0.460283545,0.008714597,0.110599078
161,0.747837368,0.763494124,0.618917888,0.48935867,0.542655548,0.507755619,0.534090909,0.489803625,0.55115898,0.545989601,0.557483986,0.555767544,0.15810845,0.138840339,0.208506228,0.339054742,0.552837434,0.604461712,0.521148922,0.653562654,0.013490725,0.003558719,0.4619005,0.010893246,0.119815668
162,0.747864446,0.7636211,0.619484864,0.489374867,0.529826812,0.503956948,0.539772727,0.481117825,0.539490809,0.541918003,0.547467661,0.557126328,0.15899543,0.139541198,0.211038332,0.339561672,0.543308207,0.600576513,0.531744332,0.651242151,0.016863406,0,0.462174804,0.010893246,0.110599078
163,0.74792372,0.763565624,0.618567977,0.489352154,0.546183451,0.510921178,0.556818182,0.489425982,0.558936969,0.550933685,0.558116424,0.584198332,0.157322485,0.138663454,0.208435923,0.328430309,0.561086616,0.605840331,0.513584098,0.657930658,0.013490725,0,0.477016141,0.013071895,0.142857143
164,0.747952647,0.763684442,0.618584721,0.489359588,0.527902502,0.501107946,0.517045455,0.479229607,0.542870375,0.548402013,0.558173989,0.577124254,0.156701152,0.13819961,0.207211115,0.326154041,0.545157161,0.605088357,0.51825334,0.653153153,0.016863406,0,0.471804348,0.008714597,0.124423963
165,0.747857619,0.763927127,0.618925529,0.489347507,0.550673509,0.509654954,0.551136364,0.497734139,0.547677291,0.541802927,0.554725918,0.571280086,0.156610589,0.139411515,0.207911147,0.327968974,0.549708434,0.602080461,0.520892882,0.65042315,0.016863406,0,0.470938123,0.010893246,0.115207373
166,0.748189023,0.764138905,0.619797482,0.489388426,0.591404747,0.538461538,0.573863636,0.52907855,0.58226856,0.581615039,0.582821568,0.647357937,0.161854535,0.139716305,0.214848941,0.315508049,0.582989617,0.629652839,0.553628788,0.661070161,0.008431703,0,0.457684867,0.010893246,0.142857143
167,0.748372891,0.763736064,0.61926772,0.489383487,0.54041052,0.507755619,0.556818182,0.485271903,0.554331924,0.548973208,0.558659014,0.579542048,0.158108129,0.138304519,0.208632263,0.325623632,0.556393116,0.603083093,0.527796658,0.652743653,0.011804384,0.010676157,0.477521439,0.013071895,0.138248848
168,0.748505952,0.763690701,0.618062488,0.489374473,0.535279025,0.496359607,0.528409091,0.476963746,0.541820643,0.541871973,0.546696367,0.565842151,0.156360291,0.136799881,0.207799332,0.326782863,0.543734888,0.595939341,0.50101485,0.648648649,0.015177066,0.003558719,0.470822626,0.010893246,0.138248848
169,0.748600365,0.76367296,0.618176462,0.489405843,0.531109686,0.489711934,0.573863636,0.475830816,0.542319384,0.542407599,0.549969409,0.569870874,0.155685144,0.136210947,0.20635158,0.331044953,0.54416157,0.602832435,0.501103301,0.654518155,0.011804384,0,0.473219184,0.013071895,0.133640553
170,0.748635042,0.76390419,0.617834124,0.489413213,0.526940346,0.491294714,0.551136364,0.475075529,0.541877642,0.538273232,0.554008299,0.573964033,0.154386837,0.137344443,0.207119722,0.326967722,0.544446025,0.605339015,0.514319631,0.653016653,0.015177066,0,0.490962377,0.006535948,0.152073733
171,0.748891418,0.764212732,0.619400472,0.489394081,0.555163566,0.501107946,0.528409091,0.495845921,0.560644564,0.555369342,0.585414719,0.614982476,0.156914995,0.13890428,0.205204473,0.308874507,0.562224435,0.620503823,0.533904381,0.654381654,0.008431703,0,0.464513614,0.010893246,0.165898618
172,0.749131418,0.763950257,0.620117904,0.489373043,0.553559974,0.496359607,0.551136364,0.494335347,0.557262623,0.553266589,0.57453064,0.616559785,0.1541722,0.135881876,0.204880374,0.309895233,0.559237662,0.624890337,0.539607095,0.65984166,0.013490725,0,0.467632027,0.010893246,0.161290323
173,0.749606666,0.763796415,0.619726614,0.489392629,0.54425914,0.504273504,0.528409091,0.481873112,0.555659526,0.541581144,0.570252543,0.598702292,0.152914647,0.136246422,0.202613571,0.314841497,0.557815389,0.604587041,0.52868116,0.655337155,0.013490725,0,0.467011232,0.010893246,0.147465438
174,0.749576368,0.763651466,0.620214938,0.489413874,0.549390635,0.497942387,0.5625,0.483006042,0.554011305,0.555530448,0.565505369,0.602223922,0.154511683,0.136330528,0.205461038,0.309217073,0.556393116,0.613610728,0.54381081,0.653426153,0.013490725,0.007117438,0.48323853,0.010893246,0.152073733
175,0.74989842,0.763902425,0.621283776,0.489389208,0.556767158,0.506805951,0.556818182,0.495468278,0.569491284,0.563820105,0.559142094,0.614654687,0.155847836,0.138362353,0.21045784,0.317382914,0.571469208,0.618623888,0.55257204,0.656565657,0.011804384,0.010676157,0.46771865,0.010893246,0.115207373
176,0.75111971,0.76392112,0.621522261,0.489415387,0.572803079,0.522317189,0.539772727,0.503021148,0.567596067,0.564280409,0.576632544,0.613718948,0.162082496,0.142263712,0.217175113,0.324663337,0.568909117,0.642812383,0.561584656,0.654518155,0.005059022,0.024911032,0.473551237,0.006535948,0.156682028
177,0.751256216,0.76389048,0.619344926,0.489426865,0.57248236,0.509654954,0.579545455,0.509063444,0.56058044,0.555088975,0.570210537,0.617347039,0.159019567,0.138668949,0.211022066,0.311877204,0.561655526,0.61837323,0.530678274,0.653289653,0.011804384,0,0.506410071,0.006535948,0.147465438
178,0.751642086,0.764203463,0.619305992,0.4894129,0.570878768,0.508705286,0.568181818,0.50755287,0.571661996,0.571057339,0.57406273,0.653655967,0.156056773,0.137444802,0.209426062,0.315290343,0.573318162,0.638425868,0.535119408,0.65984166,0.011804384,0,0.471385673,0.010893246,0.142857143
179,0.751816702,0.76379044,0.61918822,0.489409131,0.576010263,0.522950301,0.607954545,0.511329305,0.567192324,0.56647313,0.578325268,0.630063569,0.158043973,0.138541984,0.211592032,0.321551354,0.569335799,0.639303171,0.528103906,0.657248157,0.010118044,0,0.484176941,0.010893246,0.193548387
180,0.751897898,0.763567348,0.619357572,0.489425108,0.566709429,0.51377018,0.579545455,0.500755287,0.567907187,0.567138478,0.586466838,0.608196965,0.157984373,0.138682565,0.207427913,0.327734127,0.569478026,0.638425868,0.543931847,0.657111657,0.010118044,0,0.469494413,0.010893246,0.170506912
181,0.751974253,0.763659869,0.619361057,0.489408485,0.5644644,0.509338398,0.585227273,0.496223565,0.56770294,0.564949942,0.583384383,0.59205406,0.155045558,0.136673923,0.204789939,0.330767519,0.569620253,0.637924552,0.539881756,0.657111657,0.011804384,0.003558719,0.468685935,0.010893246,0.170506912
182,0.752099645,0.763926911,0.619324873,0.489443546,0.553559974,0.49920861,0.568181818,0.492824773,0.566349214,0.553689232,0.571045619,0.603420211,0.15231908,0.134905049,0.203135665,0.305314783,0.568482435,0.628524878,0.528313393,0.655200655,0.023608769,0.007117438,0.483021973,0.013071895,0.161290323
183,0.752041247,0.764614343,0.61935118,0.48946184,0.54233483,0.483064261,0.585227273,0.480740181,0.553842683,0.547039931,0.565188761,0.596620692,0.152553495,0.135351129,0.204366076,0.309009518,0.556250889,0.621506454,0.527526651,0.652880153,0.013490725,0,0.483310715,0.013071895,0.142857143
